47: -3.543513774871826 -2.7379488945007324 1.3882603645324707,-4.655269622802734 -1.9491345882415771 0.983596682548523,-4.473198890686035 -0.49010682106018066 1.537994623184204,-3.162324905395508 0.13742828369140625 0.9125007390975952,-1.9939584732055664 -0.7842144966125488 1.2069287300109863,-2.3394579887390137 -2.185492992401123 0.7786641120910645
48: -3.5402865409851074 -2.758617877960205 1.4459316730499268,-4.648150444030762 -1.9671047925949097 1.0364021062850952,-4.404750347137451 -0.5416560173034668 1.6137218475341797,-3.1564483642578125 0.07674217224121094 1.005449652671814,-1.9683499336242676 -0.8291051387786865 1.1770087480545044,-2.3560280799865723 -2.284616708755493 0.8832056522369385
49: -3.703728199005127 -2.6864869594573975 1.5739378929138184,-4.787872314453125 -1.9210917949676514 1.0739083290100098,-4.590670585632324 -0.486163854598999 1.4989506006240845,-3.291227340698242 0.08803462982177734 0.9820713996887207,-2.089332103729248 -0.8827123641967773 1.3362362384796143,-2.420809745788574 -2.3109357357025146 0.9965217113494873
50: -3.5215706825256348 -2.6978392601013184 1.5184457302093506,-4.690409183502197 -1.9250221252441406 1.1678309440612793,-4.4075822830200195 -0.5912097692489624 1.7105741500854492,-3.0984878540039063 0.05397897958755493 1.109457015991211,-1.9703216552734375 -0.8885872960090637 1.1618305444717407,-2.4024810791015625 -2.310760974884033 0.7468302249908447
51: -3.749685287475586 -2.702637195587158 1.6545981168746948,-4.747842311859131 -1.8202638626098633 1.0943495035171509,-4.480767726898193 -0.3783806562423706 1.5441142320632935,-3.099663734436035 0.1001507043838501 1.0685436725616455,-1.9966392517089844 -0.894585371017456 1.4092986583709717,-2.4284720420837402 -2.334782600402832 1.069190263748169
52: -3.6445212364196777 -2.6225929260253906 1.792496919631958,-4.6950273513793945 -1.9130492210388184 1.1858034133911133,-4.554625988006592 -0.40988242626190186 1.547745704650879,-3.1589388847351074 0.18181192874908447 1.2123472690582275,-1.9858169555664063 -0.765976071357727 1.5368049144744873,-2.4004530906677246 -2.1644134521484375 1.2707068920135498
53: -3.690941333770752 -2.4015488624572754 2.0629141330718994,-4.761517524719238 -1.8016972541809082 1.3813663721084595,-4.597867488861084 -0.29422426223754883 1.6335084438323975,-3.1282272338867188 0.17363977432250977 1.305943489074707,-1.9721856117248535 -0.8081579208374023 1.6269900798797607,-2.4502782821655273 -2.248751163482666 1.3342344760894775
54: -3.7957680225372314 -2.7588632106781006 1.8797856569290161,-4.617588996887207 -1.9707400798797607 1.0110293626785278,-4.656182289123535 -0.49678564071655273 1.4485419988632202,-3.187248468399048 0.04481840133666992 1.2717554569244385,-2.120062828063965 -0.9197649955749512 1.8599610328674316,-2.3778395652770996 -2.4391016960144043 1.7326443195343018
55: -3.589460849761963 -2.6450231075286865 1.7088338136672974,-4.706624984741211 -1.947239637374878 1.3076955080032349,-4.399742126464844 -0.5096511840820313 1.7196576595306396,-3.1143712997436523 0.0579986572265625 1.1457841396331787,-2.0567150115966797 -0.9663848876953125 1.234772801399231,-2.5306544303894043 -2.312417507171631 0.8361691236495972
56: -3.6871817111968994 -2.403775453567505 2.3264074325561523,-4.7698469161987305 -1.9301443099975586 1.4983242750167847,-4.766223907470703 -0.41935086250305176 1.461472749710083,-3.3831839561462402 0.2553219795227051 1.290456771850586,-2.1570427417755127 -0.6074728965759277 1.6112143993377686,-2.4819746017456055 -2.129509210586548 1.6315900087356567
57: -3.475040912628174 -2.529017210006714 1.7605971097946167,-4.6265363693237305 -1.856482982635498 1.3688170909881592,-4.406134128570557 -0.408719539642334 1.7249668836593628,-3.138554573059082 0.18677473068237305 1.153278112411499,-1.9482871294021606 -0.8175115585327148 1.2798651456832886,-2.386314630508423 -2.216663360595703 0.942044734954834
58: -3.753915309906006 -2.6315863132476807 1.7828572988510132,-4.64707088470459 -1.8458452224731445 1.1339483261108398,-4.413154125213623 -0.4708213806152344 1.6899948120117188,-3.1226730346679688 0.11133337020874023 1.2057504653930664,-1.9678828716278076 -0.8413729667663574 1.537277340888977,-2.4306232929229736 -2.3027729988098145 1.2904467582702637
59: -3.5626611709594727 -2.477524757385254 1.8898073434829712,-4.755421161651611 -1.8862977027893066 1.5006167888641357,-4.506659507751465 -0.4153580665588379 1.810433030128479,-3.196316719055176 0.09811639785766602 1.0386555194854736,-2.037520408630371 -0.8427090644836426 1.2625991106033325,-2.5044877529144287 -2.2654714584350586 0.9945764541625977
60: -3.589413642883301 -2.4545645713806152 1.8770501613616943,-4.589936256408691 -1.8599772453308105 1.0582640171051025,-4.382776260375977 -0.447019100189209 1.4770464897155762,-3.0622966289520264 0.10649919509887695 1.0905027389526367,-1.9254560470581055 -0.7820439338684082 1.4055447578430176,-2.264941453933716 -2.2566990852355957 1.4099969863891602
61: -3.6439363956451416 -2.564274787902832 1.9441587924957275,-4.806881427764893 -1.8220415115356445 1.5008838176727295,-4.472037315368652 -0.3725471496582031 1.6547565460205078,-3.1383790969848633 0.08861160278320313 1.121718406677246,-1.9628345966339111 -0.854729175567627 1.400632381439209,-2.447540760040283 -2.305152177810669 1.2238404750823975
62: -3.55875301361084 -2.344452142715454 2.1496810913085938,-4.7343831062316895 -1.7333261966705322 1.656719446182251,-4.54123592376709 -0.2818937301635742 1.768249273300171,-3.2325878143310547 0.13074302673339844 1.1579701900482178,-2.029796838760376 -0.739032506942749 1.4666478633880615,-2.4628570079803467 -2.155249834060669 1.250199556350708
63: -3.726001501083374 -2.555840253829956 1.9949356317520142,-4.652493476867676 -1.8232157230377197 1.2077817916870117,-4.563234806060791 -0.3021993637084961 1.469339370727539,-3.184922695159912 0.16096019744873047 1.0892820358276367,-2.0982542037963867 -0.8134937286376953 1.541222095489502,-2.4282500743865967 -2.3399198055267334 1.394937515258789
64: -3.636061668395996 -2.6434412002563477 1.7627301216125488,-4.744918346405029 -1.887800693511963 1.3158864974975586,-4.476592540740967 -0.4232501983642578 1.6800928115844727,-3.27290678024292 0.08883929252624512 1.0640063285827637,-2.0128109455108643 -0.869940996170044 1.371774435043335,-2.4354796409606934 -2.2726869583129883 1.044581413269043
65: -3.5955026149749756 -2.362083911895752 2.3709280490875244,-4.599504470825195 -1.8008911609649658 1.5290164947509766,-4.520598411560059 -0.30256009101867676 1.7250723838806152,-3.1310842037200928 0.20000410079956055 1.3295493125915527,-1.9330496788024902 -0.7121174335479736 1.9100372791290283,-2.2300662994384766 -2.1949610710144043 1.8844926357269287
66: -3.509089708328247 -1.9055492877960205 2.981799364089966,-4.30017614364624 -1.7931190729141235 1.8602633476257324,-4.53225564956665 -0.34303975105285645 1.6321384906768799,-3.2445006370544434 0.3482224941253662 1.313462257385254,-2.122525691986084 -0.1711716651916504 2.074554204940796,-2.1707115173339844 -1.5981690883636475 2.633437156677246
67: -3.4165074825286865 -1.625329613685608 3.4223010540008545,-4.536642074584961 -1.4451308250427246 2.5399041175842285,-4.473599433898926 -0.04815793037414551 1.9737635850906372,-3.140850067138672 0.3025517463684082 1.4194505214691162,-1.9771898984909058 -0.10318446159362793 2.2782771587371826,-2.1559805870056152 -1.5305612087249756 2.716411828994751
68: -3.473961591720581 -1.7505848407745361 3.3270411491394043,-4.368947982788086 -1.7740025520324707 2.3063223361968994,-4.455529689788818 -0.2688596248626709 1.9166078567504883,-3.1985535621643066 0.29915428161621094 1.366189956665039,-1.9891936779022217 0.005936145782470703 2.1675195693969727,-2.1447973251342773 -1.364591360092163 2.8729310035705566
69: -3.4330573081970215 -2.036233425140381 3.1301424503326416,-4.349024772644043 -1.8758699893951416 2.1025795936584473,-4.502882957458496 -0.40360450744628906 1.969403624534607,-3.201073169708252 0.24144220352172852 1.5591765642166138,-2.0273633003234863 -0.13246369361877441 2.4706058502197266,-2.0994253158569336 -1.6915948390960693 2.7314209938049316
70: -3.5872836112976074 -2.4329895973205566 2.7161948680877686,-4.6377787590026855 -1.5991700887680054 2.223958969116211,-4.360091686248779 -0.0760495662689209 2.4287374019622803,-3.0351765155792236 0.3336811065673828 1.8619310855865479,-1.9346060752868652 -0.6429619789123535 2.349757671356201,-2.3008110523223877 -2.122251272201538 2.0293407440185547
71: -3.9502644538879395 -2.7484028339385986 2.148402690887451,-4.935791492462158 -1.7388805150985718 1.8906651735305786,-4.4741411209106445 -0.34031808376312256 2.318619966506958,-3.203326940536499 0.03983581066131592 1.6787068843841553,-2.082642078399658 -0.9173879623413086 2.1418039798736572,-2.6072959899902344 -2.388309955596924 1.7974002361297607
72: -3.731027603149414 -2.4464011192321777 2.785352945327759,-4.867265224456787 -1.7819223403930664 2.261159658432007,-4.5845947265625 -0.31989991664886475 2.2924704551696777,-3.2133469581604004 -0.023757100105285645 1.7448275089263916,-2.1317708492279053 -0.9095249772071838 2.269526958465576,-2.5437142848968506 -2.3652310371398926 2.0433387756347656
73: -3.5434510707855225 -2.43080735206604 2.682469367980957,-4.6617913246154785 -1.7051193714141846 2.2635598182678223,-4.529505252838135 -0.1662074625492096 2.3551549911499023,-3.1729602813720703 0.19334129989147186 1.7218608856201172,-2.083024740219116 -0.7310860753059387 2.2688753604888916,-2.3309478759765625 -2.218595266342163 1.9280343055725098
74: -3.677710771560669 -2.237532615661621 2.803497791290283,-4.832085609436035 -1.6593451499938965 2.2273221015930176,-4.601195812225342 -0.1513391137123108 2.2128753662109375,-3.259791612625122 0.22718501091003418 1.7099316120147705,-2.108868360519409 -0.6867660880088806 2.3159048557281494,-2.50722074508667 -2.120664596557617 2.0266222953796387
75: -3.7517693042755127 -2.5266757011413574 2.6115379333496094,-4.684634685516357 -1.7535934448242188 1.848336935043335,-4.494714260101318 -0.2480173408985138 2.1002652645111084,-3.07861065864563 0.16358059644699097 1.6918444633483887,-2.0151748657226563 -0.8237188458442688 2.2991232872009277,-2.416008710861206 -2.2707936763763428 2.0930206775665283
76: -3.7664477825164795 -2.5713281631469727 2.2797346115112305,-4.736034393310547 -1.6563750505447388 1.9361087083816528,-4.425548553466797 -0.22121267020702362 2.2228286266326904,-3.1038737297058105 0.1950281411409378 1.6544793844223022,-2.0018200874328613 -0.7343713641166687 2.162245035171509,-2.350700855255127 -2.1916627883911133 1.812101125717163
77: -3.7472305297851563 -2.177086591720581 2.9577226638793945,-4.7034912109375 -1.6303198337554932 2.0698790550231934,-4.429970741271973 -0.08782391250133514 2.207159996032715,-3.0589146614074707 0.20933791995048523 1.7418557405471802,-2.014192581176758 -0.7149713635444641 2.3478353023529053,-2.4876527786254883 -2.2475671768188477 2.234914541244507
78: -3.7848637104034424 -2.390644073486328 2.752742290496826,-4.809141159057617 -1.6083097457885742 2.135873317718506,-4.474700450897217 -0.15828955173492432 2.227506160736084,-3.1327831745147705 0.06560325622558594 1.5462541580200195,-2.075244665145874 -0.8278379440307617 2.1381826400756836,-2.6234517097473145 -2.315237045288086 1.9298405647277832
79: -3.625969886779785 -2.3511509895324707 2.7635514736175537,-4.711577415466309 -1.6728503704071045 2.251614570617676,-4.516245365142822 -0.1644863486289978 2.2955727577209473,-3.154320478439331 0.19607949256896973 1.7105488777160645,-2.0590944290161133 -0.663327693939209 2.338242292404175,-2.3557286262512207 -2.1398191452026367 2.0949954986572266
80: -3.7489469051361084 -2.6789050102233887 2.3181910514831543,-4.834890842437744 -1.826309084892273 1.982450008392334,-4.492557525634766 -0.35106098651885986 2.3144848346710205,-3.2036352157592773 0.021282434463500977 1.6251764297485352,-2.147125482559204 -0.9467794895172119 2.1097283363342285,-2.6220953464508057 -2.337700843811035 1.540724754333496
81: -3.488410234451294 -2.3860230445861816 2.8235201835632324,-4.485758304595947 -1.8661656379699707 1.9519777297973633,-4.532639026641846 -0.3644752502441406 2.271780490875244,-3.160127639770508 0.2343447208404541 1.8353347778320313,-2.039525270462036 -0.5630571842193604 2.4854111671447754,-2.197173595428467 -2.0958449840545654 2.316873073577881
