400: -3.680208206176758 -2.5894112586975098 2.4370265007019043,-4.653301239013672 -1.9391908645629883 1.6164140701293945,-4.504891872406006 -0.4460268020629883 1.7972831726074219,-3.128655433654785 0.16258621215820313 1.4320411682128906,-2.0753297805786133 -0.6219296455383301 2.0648491382598877,-2.3423595428466797 -2.1928367614746094 2.1566927433013916
401: -3.5326972007751465 -2.3961987495422363 2.0048816204071045,-4.6628642082214355 -1.7866668701171875 1.3771748542785645,-4.456094741821289 -0.29446840286254883 1.634918212890625,-3.1308579444885254 0.23104238510131836 1.1561118364334106,-1.9398674964904785 -0.6970763206481934 1.4197144508361816,-2.3557119369506836 -2.129678726196289 1.2473523616790771
402: -3.458414077758789 -2.6220927238464355 1.865034818649292,-4.592742919921875 -1.9465278387069702 1.362468957901001,-4.452276229858398 -0.4544888734817505 1.7281639575958252,-3.1375880241394043 0.14882290363311768 1.1783876419067383,-1.9954471588134766 -0.8219496607780457 1.4061541557312012,-2.3537912368774414 -2.2898616790771484 1.0844409465789795
403: -3.5807676315307617 -2.511817455291748 2.2233946323394775,-4.55762243270874 -1.8710100650787354 1.4223504066467285,-4.462924957275391 -0.42060375213623047 1.694577693939209,-3.123948574066162 0.15396642684936523 1.2561423778533936,-1.9444737434387207 -0.7823765277862549 1.6591317653656006,-2.2697806358337402 -2.2929654121398926 1.6685230731964111
404: -3.5058650970458984 -2.5987231731414795 1.9435784816741943,-4.648593425750732 -1.8572402000427246 1.5177958011627197,-4.381772518157959 -0.3651900291442871 1.8680905103683472,-3.1459155082702637 0.14390802383422852 1.221767783164978,-1.979231834411621 -0.7643630504608154 1.449906587600708,-2.3187241554260254 -2.1933720111846924 1.1769198179244995
405: -3.5687546730041504 -2.2823562622070313 2.2784881591796875,-4.70460319519043 -1.8181432485580444 1.6051026582717896,-4.546751022338867 -0.2814464569091797 1.5849181413650513,-3.176774024963379 0.18916314840316772 1.0515196323394775,-2.0013437271118164 -0.7525691986083984 1.3787806034088135,-2.403909683227539 -2.2496652603149414 1.429389476776123
406: -3.34773588180542 -2.5373735427856445 1.9853219985961914,-4.557981014251709 -1.890408992767334 1.6301836967468262,-4.415276527404785 -0.3789234161376953 1.7776789665222168,-3.1230430603027344 0.20990467071533203 1.1450436115264893,-1.921797275543213 -0.7571315765380859 1.415663719177246,-2.2957687377929688 -2.180548667907715 1.1365795135498047
407: -3.421687602996826 -2.6191153526306152 1.8430595397949219,-4.581147193908691 -1.9232368469238281 1.3425803184509277,-4.342422008514404 -0.4388580322265625 1.7029151916503906,-3.009472131729126 0.03114795684814453 1.143381118774414,-1.8388819694519043 -0.8590002059936523 1.3807964324951172,-2.2801613807678223 -2.269824504852295 1.0732555389404297
408: -3.486854314804077 -2.7366294860839844 1.684797763824463,-4.581700325012207 -1.9403629302978516 1.4433650970458984,-4.3778228759765625 -0.44206809997558594 1.7710051536560059,-3.151735305786133 0.1088552474975586 1.1242389678955078,-1.9997267723083496 -0.7872557640075684 1.3533716201782227,-2.341676712036133 -2.2696800231933594 0.9724826812744141
409: -3.5076746940612793 -2.520570755004883 1.9087715148925781,-4.665025234222412 -1.876115083694458 1.3844666481018066,-4.473841190338135 -0.4166290760040283 1.6197247505187988,-3.1507949829101563 0.07207369804382324 1.011242389678955,-1.9423198699951172 -0.8592526912689209 1.2079977989196777,-2.300591468811035 -2.3351635932922363 1.2071495056152344
410: -3.3785018920898438 -2.5651235580444336 1.7250070571899414,-4.554282188415527 -1.8870930671691895 1.4559922218322754,-4.326693534851074 -0.43939208984375 1.7605257034301758,-3.1102776527404785 0.20817303657531738 1.1010866165161133,-1.944594383239746 -0.7265365123748779 1.257319450378418,-2.3318400382995605 -2.1053194999694824 0.8798294067382813
411: -3.5239996910095215 -2.5617756843566895 1.8555235862731934,-4.498431205749512 -1.8121484518051147 1.2545738220214844,-4.345979690551758 -0.33834367990493774 1.6479253768920898,-3.064877986907959 0.15271353721618652 1.0990204811096191,-1.930830955505371 -0.7603378891944885 1.3419208526611328,-2.257570743560791 -2.2877700328826904 1.2261090278625488
412: -3.5550031661987305 -2.596604347229004 1.801565170288086,-4.653731346130371 -1.8493590354919434 1.3308629989624023,-4.360110759735107 -0.3740447759628296 1.7109613418579102,-3.0670347213745117 0.07559263706207275 1.043431282043457,-1.949470043182373 -0.8344556093215942 1.398280143737793,-2.344913959503174 -2.2810778617858887 1.0647954940795898
413: -3.4095005989074707 -2.5302014350891113 1.9105958938598633,-4.65644645690918 -1.8318908214569092 1.6458959579467773,-4.529070854187012 -0.30156373977661133 1.857691764831543,-3.2513349056243896 0.14294767379760742 1.0792827606201172,-1.9930691719055176 -0.7185807228088379 1.319746971130371,-2.345567226409912 -2.1899490356445313 1.0513877868652344
414: -3.4513511657714844 -2.502228260040283 2.078655958175659,-4.524679183959961 -1.94834303855896 1.3475828170776367,-4.435973167419434 -0.4311561584472656 1.719904899597168,-3.1238327026367188 0.15647315979003906 1.2171833515167236,-1.9625072479248047 -0.8292236328125 1.494741439819336,-2.2369747161865234 -2.3047311305999756 1.3276872634887695
415: -3.4022345542907715 -2.6045095920562744 1.7775248289108276,-4.587078094482422 -1.8440899848937988 1.5320677757263184,-4.311825752258301 -0.4408235549926758 1.9311280250549316,-3.1149888038635254 0.056244850158691406 1.1946645975112915,-1.9507598876953125 -0.8861010074615479 1.2526006698608398,-2.310424327850342 -2.3012759685516357 0.9014257788658142
416: -3.1332993507385254 -2.7004501819610596 1.828881859779358,-4.3923797607421875 -1.962162971496582 1.6360836029052734,-4.190890789031982 -0.49115848541259766 1.9400216341018677,-3.054084300994873 0.11321830749511719 1.2223179340362549,-1.8393521308898926 -0.8150510787963867 1.3628404140472412,-2.220827102661133 -2.224379539489746 0.8841749429702759
417: -3.565915584564209 -2.520280361175537 1.9239692687988281,-4.647275447845459 -1.834427833557129 1.3559074401855469,-4.544144153594971 -0.3513824939727783 1.6910805702209473,-3.1783061027526855 0.21947383880615234 1.1291861534118652,-1.9992241859436035 -0.7018330097198486 1.3960943222045898,-2.356210231781006 -2.1933696269989014 1.1484127044677734
418: -3.3329625129699707 -2.5496621131896973 1.9646883010864258,-4.494760036468506 -1.8033220767974854 1.5805578231811523,-4.418591022491455 -0.2991831302642822 1.7200617790222168,-3.033743381500244 0.26362693309783936 1.1797308921813965,-1.8967466354370117 -0.6966551542282104 1.3163037300109863,-2.3081398010253906 -2.182551860809326 1.050621509552002
419: -3.5653648376464844 -2.6083548069000244 1.9856882095336914,-4.618454456329346 -1.9052764177322388 1.3623876571655273,-4.428636074066162 -0.41457661986351013 1.677598476409912,-3.1284165382385254 0.1482510268688202 1.2094659805297852,-1.9274845123291016 -0.7488353252410889 1.5657672882080078,-2.3650569915771484 -2.1897404193878174 1.3856463432312012
420: -3.421823263168335 -2.4992659091949463 2.0319809913635254,-4.688673496246338 -1.9511945247650146 1.6666927337646484,-4.435162544250488 -0.43367886543273926 1.7361335754394531,-3.1308979988098145 0.15262854099273682 1.1609869003295898,-2.0203094482421875 -0.7673935890197754 1.335958480834961,-2.4026684761047363 -2.2756872177124023 1.1125388145446777
421: -3.2444522380828857 -2.5776867866516113 1.6979355812072754,-4.489955902099609 -1.905568242073059 1.3858070373535156,-4.310922145843506 -0.5319422483444214 1.7797412872314453,-3.139875888824463 0.12466609477996826 1.1365461349487305,-1.8634862899780273 -0.7879459857940674 1.2247986793518066,-2.204472064971924 -2.1858115196228027 0.8185348510742188
422: -3.505798816680908 -2.594733715057373 1.8644118309020996,-4.577972888946533 -1.8386259078979492 1.3943862915039063,-4.39976692199707 -0.3821190595626831 1.722890853881836,-3.0827274322509766 0.17847055196762085 1.1524949073791504,-1.958916187286377 -0.8601264953613281 1.435929298400879,-2.2601447105407715 -2.28603458404541 1.1691465377807617
423: -3.3293027877807617 -2.537296772003174 2.036630630493164,-4.53848934173584 -1.951545238494873 1.6288561820983887,-4.300698280334473 -0.5082159042358398 2.0909180641174316,-3.098428726196289 0.08545494079589844 1.284078598022461,-1.8752493858337402 -0.7939693927764893 1.4361629486083984,-2.2633605003356934 -2.224429130554199 1.167062759399414
424: -3.557098388671875 -2.6358203887939453 2.1551735401153564,-4.594342231750488 -1.874603271484375 1.508131980895996,-4.533300399780273 -0.42945337295532227 1.935533046722412,-3.251389503479004 0.09128212928771973 1.382935881614685,-1.9901204109191895 -0.7260384559631348 1.7773377895355225,-2.2160277366638184 -2.252476692199707 1.6830164194107056
425: -3.60275936126709 -2.3866984844207764 2.436943292617798,-4.716596603393555 -1.8365647792816162 1.7657912969589233,-4.513036727905273 -0.3043478727340698 1.6049597263336182,-3.1066770553588867 0.144517183303833 1.2437986135482788,-1.974595069885254 -0.7347853183746338 1.8494415283203125,-2.3694887161254883 -2.1522908210754395 1.7942681312561035
426: -3.659770965576172 -2.3570609092712402 2.2311296463012695,-4.695413589477539 -1.805085301399231 1.4293665885925293,-4.551312446594238 -0.30109286308288574 1.5359686613082886,-3.1885833740234375 0.19340217113494873 1.2021057605743408,-2.074517250061035 -0.7067115306854248 1.742823839187622,-2.360057830810547 -2.161860466003418 1.6877923011779785
427: -3.6422061920166016 -2.534698009490967 2.1369566917419434,-4.652691841125488 -1.9433941841125488 1.335062026977539,-4.559697151184082 -0.4381300210952759 1.709928035736084,-3.12420654296875 0.1347435712814331 1.4155023097991943,-2.017087936401367 -0.7334439158439636 1.9205942153930664,-2.3196821212768555 -2.1534547805786133 1.7894717454910278
428: -3.6672372817993164 -2.678557872772217 1.962408423423767,-4.734418869018555 -1.8719278573989868 1.3835357427597046,-4.524089813232422 -0.3993997573852539 1.7616820335388184,-3.1655702590942383 0.13420730829238892 1.339615821838379,-2.01509952545166 -0.8129976987838745 1.6855605840682983,-2.3852272033691406 -2.288747787475586 1.432005524635315
429: -3.456146240234375 -2.55759334564209 2.086561679840088,-4.662164688110352 -1.851011037826538 1.730067253112793,-4.430420875549316 -0.36390459537506104 1.9391963481903076,-3.249760627746582 0.08408224582672119 1.177316665649414,-2.0839624404907227 -0.7267582416534424 1.480067491531372,-2.3201980590820313 -2.2533960342407227 1.2288339138031006
430: -3.732266902923584 -2.6136815547943115 2.223470687866211,-4.6109619140625 -1.941983938217163 1.2828960418701172,-4.553454875946045 -0.46210771799087524 1.6563043594360352,-3.1625070571899414 0.13539165258407593 1.4258155822753906,-2.072153091430664 -0.7338369488716125 2.030588150024414,-2.3811168670654297 -2.2705471515655518 1.9648609161376953
431: -3.5703248977661133 -2.496471881866455 2.190423011779785,-4.723108291625977 -1.9143552780151367 1.5656156539916992,-4.544059753417969 -0.3972524404525757 1.8852319717407227,-3.2855052947998047 0.18007886409759521 1.1767730712890625,-2.0900392532348633 -0.6083162426948547 1.6759300231933594,-2.401553153991699 -2.100738763809204 1.4284729957580566
432: -3.5580105781555176 -2.51999568939209 2.2351489067077637,-4.576309680938721 -1.78236985206604 1.5631074905395508,-4.340607643127441 -0.33126401901245117 1.8319783210754395,-2.982032299041748 0.11507606506347656 1.3434081077575684,-1.87605619430542 -0.8146473169326782 1.8510932922363281,-2.2731781005859375 -2.231511116027832 1.6209230422973633
433: -3.4793896675109863 -2.4889562129974365 1.92903470993042,-4.608536243438721 -1.7181496620178223 1.6486198902130127,-4.374898910522461 -0.36101198196411133 2.1121113300323486,-3.129147529602051 0.1580488681793213 1.3071894645690918,-1.9490013122558594 -0.7984449863433838 1.4190120697021484,-2.385340690612793 -2.1654531955718994 0.9966870546340942
434: -3.5200037956237793 -2.621415853500366 1.804090976715088,-4.697741985321045 -1.8476276397705078 1.7736961841583252,-4.412618160247803 -0.3797316551208496 2.027907133102417,-3.2473669052124023 0.11220216751098633 1.180321455001831,-2.064512252807617 -0.7506012916564941 1.4258867502212524,-2.4578232765197754 -2.1424472332000732 0.9892126321792603
435: -3.5388598442077637 -2.515763521194458 2.1900253295898438,-4.650482177734375 -1.8015327453613281 1.6385045051574707,-4.475399971008301 -0.29180362820625305 1.9376342296600342,-3.164569854736328 0.24874675273895264 1.364746332168579,-2.0169849395751953 -0.6628159880638123 1.7272160053253174,-2.329684257507324 -2.1310536861419678 1.5287747383117676
436: -3.534883499145508 -2.678574800491333 1.6030133962631226,-4.653559684753418 -1.9153141975402832 1.336807370185852,-4.3435516357421875 -0.48401832580566406 1.9011104106903076,-3.1062021255493164 0.12294983863830566 1.3102298974990845,-1.96380615234375 -0.8261828422546387 1.514924168586731,-2.3186025619506836 -2.219777822494507 1.1025551557540894
437: -3.5907716751098633 -2.3613975048065186 2.1010584831237793,-4.683860778808594 -1.7475087642669678 1.5053691864013672,-4.533722877502441 -0.18869686126708984 1.6622076034545898,-3.1421422958374023 0.20721960067749023 1.2700839042663574,-1.992295265197754 -0.6885900497436523 1.6543735265731812,-2.4360971450805664 -2.106572151184082 1.3253793716430664
438: -3.453723907470703 -2.8495469093322754 1.314652681350708,-4.634362697601318 -2.0196146965026855 1.1456553936004639,-4.393841743469238 -0.6015715599060059 1.7207164764404297,-3.088136672973633 -0.004880428314208984 1.066213846206665,-1.9932527542114258 -0.9546751976013184 1.2342185974121094,-2.3003578186035156 -2.309300422668457 0.6274917125701904
439: -3.6826772689819336 -2.490009307861328 2.2411036491394043,-4.576916694641113 -1.8306128978729248 1.350142002105713,-4.488980293273926 -0.3390974998474121 1.568033218383789,-3.1486291885375977 0.16086840629577637 1.2426526546478271,-2.057816505432129 -0.6413040161132813 1.819530725479126,-2.3196516036987305 -2.185800552368164 1.9126614332199097
440: -3.6251220703125 -2.3143413066864014 2.4831480979919434,-4.500520706176758 -1.8506417274475098 1.508573055267334,-4.462759017944336 -0.3248838782310486 1.5166058540344238,-3.1177682876586914 0.2469998598098755 1.1793465614318848,-2.039242744445801 -0.5881704688072205 1.8389179706573486,-2.3095016479492188 -2.0576870441436768 1.9984747171401978
441: -3.517643928527832 -2.4152040481567383 2.337252616882324,-4.578934669494629 -1.869065284729004 1.5386791229248047,-4.497303485870361 -0.39295732975006104 1.8149447441101074,-3.1880946159362793 0.18210220336914063 1.1945505142211914,-1.940474510192871 -0.6153302192687988 1.7656636238098145,-2.2569026947021484 -2.1226954460144043 1.7787413597106934
442: -3.502054214477539 -2.6958651542663574 1.763260841369629,-4.553909778594971 -1.759941816329956 1.5113446712493896,-4.339908599853516 -0.4133439064025879 2.0301764011383057,-3.1054916381835938 0.14774012565612793 1.3574914932250977,-1.9265022277832031 -0.7636768817901611 1.5142812728881836,-2.320627212524414 -2.2000060081481934 1.1513752937316895
443: -3.48038387298584 -2.5847620964050293 1.8475130796432495,-4.619222640991211 -1.7024803161621094 1.6413352489471436,-4.2405290603637695 -0.3073692321777344 2.1679697036743164,-3.057053565979004 0.22026824951171875 1.4075077772140503,-1.8838939666748047 -0.7760748863220215 1.5681465864181519,-2.322561740875244 -2.1829354763031006 1.1340267658233643
444: -3.3266468048095703 -2.6554365158081055 2.05643892288208,-4.502685070037842 -1.8509101867675781 2.03287935256958,-4.226242542266846 -0.42383289337158203 2.269976854324341,-3.2004003524780273 0.18449831008911133 1.323803424835205,-2.0256972312927246 -0.8045186996459961 1.3603909015655518,-2.402137279510498 -2.2566351890563965 0.9670940637588501
445: -3.5352911949157715 -2.5934901237487793 1.969709873199463,-4.644641876220703 -1.7691664695739746 1.7293095588684082,-4.410492420196533 -0.34872913360595703 2.1590609550476074,-3.167407989501953 0.22249555587768555 1.3736727237701416,-1.9694132804870605 -0.7361583709716797 1.622009515762329,-2.4027934074401855 -2.1597347259521484 1.2017061710357666
446: -3.5813517570495605 -2.5743541717529297 1.7949944734573364,-4.586427688598633 -1.7607178688049316 1.2012161016464233,-4.3625993728637695 -0.35527896881103516 1.8401702642440796,-3.0253028869628906 0.16847896575927734 1.387253999710083,-1.9424610137939453 -0.7642121315002441 1.8631024360656738,-2.2259578704833984 -2.1380815505981445 1.5524424314498901
447: -3.852442741394043 -2.3774847984313965 2.136435031890869,-4.5022687911987305 -1.7862310409545898 1.0581257343292236,-4.63810920715332 -0.28571605682373047 1.4153249263763428,-3.211756706237793 0.17979812622070313 1.2322165966033936,-2.146609306335449 -0.7255282402038574 1.9445222616195679,-2.4941015243530273 -2.197906494140625 1.9547005891799927
448: -3.5101966857910156 -2.4570040702819824 2.1324386596679688,-4.620563507080078 -1.8125081062316895 1.5168533325195313,-4.479133129119873 -0.2689638137817383 1.6500787734985352,-3.1181254386901855 0.2621726989746094 1.3056955337524414,-1.9582405090332031 -0.7081084251403809 1.6820316314697266,-2.280017375946045 -2.1449527740478516 1.5028676986694336
449: -3.45046329498291 -2.0673370361328125 2.638925313949585,-4.322920799255371 -1.7889795303344727 1.585108757019043,-4.461905479431152 -0.3592524528503418 1.7177863121032715,-3.1907835006713867 0.3877711296081543 1.36399507522583,-1.987344741821289 -0.2753734588623047 1.9251627922058105,-2.095749855041504 -1.7249054908752441 2.2993416786193848
450: -3.6008167266845703 -2.418520927429199 2.4947566986083984,-4.542695999145508 -1.8827698230743408 1.5971078872680664,-4.5253190994262695 -0.3385131359100342 1.8581790924072266,-3.1673383712768555 0.1895601749420166 1.4173932075500488,-1.9760112762451172 -0.6217200756072998 1.989227294921875,-2.2476024627685547 -2.146812915802002 2.0457873344421387
451: -3.60579776763916 -2.4879727363586426 2.2132344245910645,-4.372855186462402 -1.942880630493164 1.1648006439208984,-4.3772125244140625 -0.48916196823120117 1.513603925704956,-3.013899803161621 0.040674686431884766 1.234337329864502,-1.8429374694824219 -0.8029317855834961 1.8034586906433105,-2.206770896911621 -2.255401134490967 2.0450053215026855
452: -3.589569091796875 -2.7515530586242676 1.604884147644043,-4.558646202087402 -1.9348340034484863 1.0534710884094238,-4.4650163650512695 -0.534761905670166 1.6653990745544434,-3.194150924682617 0.1349649429321289 1.21134614944458,-1.9970569610595703 -0.8589930534362793 1.5419082641601563,-2.29970645904541 -2.2784948348999023 1.1352410316467285
453: -3.5721001625061035 -2.6144442558288574 1.7799015045166016,-4.566805362701416 -1.8552637100219727 1.1789238452911377,-4.429539203643799 -0.4006319046020508 1.6298480033874512,-3.134918212890625 0.13323211669921875 1.178708791732788,-2.0369644165039063 -0.8826665878295898 1.5071182250976563,-2.3262414932250977 -2.3330397605895996 1.1923608779907227
454: -3.5625786781311035 -2.593393325805664 1.6563258171081543,-4.6646623611450195 -1.8205900192260742 1.22564697265625,-4.462954998016357 -0.37879180908203125 1.5863409042358398,-3.1260733604431152 0.15348529815673828 1.0349698066711426,-1.9470806121826172 -0.8312830924987793 1.1165885925292969,-2.3663249015808105 -2.302943229675293 0.877199649810791
455: -3.3071742057800293 -2.5604286193847656 1.8450255393981934,-4.524878025054932 -1.8717041015625 1.5946719646453857,-4.374860763549805 -0.38629150390625 1.7443068027496338,-3.140305995941162 0.18222522735595703 1.0834074020385742,-1.988379955291748 -0.7611217498779297 1.2644903659820557,-2.3462705612182617 -2.2317028045654297 0.8766663074493408
456: -3.552593231201172 -2.6036295890808105 1.8467748165130615,-4.691740036010742 -1.8252391815185547 1.3787177801132202,-4.364706039428711 -0.3423285484313965 1.5050619840621948,-3.0505733489990234 0.08703374862670898 0.9071569442749023,-1.9338674545288086 -0.9044461250305176 1.2181936502456665,-2.393472671508789 -2.272796154022217 1.0138503313064575
457: -3.4942588806152344 -2.75665020942688 1.600180745124817,-4.542384147644043 -1.9749526977539063 1.0329631567001343,-4.359570503234863 -0.6032838821411133 1.6521916389465332,-3.09060001373291 0.07346248626708984 1.2364544868469238,-1.9595937728881836 -0.9320836067199707 1.526965618133545,-2.1886978149414063 -2.3655247688293457 1.1415687799453735
458: -3.6005077362060547 -2.618018627166748 1.936096429824829,-4.6301774978637695 -1.8867628574371338 1.2816143035888672,-4.460441589355469 -0.4279346466064453 1.664231777191162,-3.027541160583496 0.08609294891357422 1.2352118492126465,-1.8987617492675781 -0.8991444110870361 1.6134381294250488,-2.298336982727051 -2.3528332710266113 1.2472357749938965
459: -3.65993595123291 -2.4120357036590576 2.316675901412964,-4.71726131439209 -1.800990104675293 1.640932559967041,-4.538814544677734 -0.272078275680542 1.710277795791626,-3.100431442260742 0.17400193214416504 1.3200430870056152,-1.9768800735473633 -0.6870672702789307 1.8003313541412354,-2.388699531555176 -2.1421046257019043 1.7785556316375732
460: -3.612431526184082 -2.457859516143799 2.3723368644714355,-4.6297454833984375 -1.7516694068908691 1.6445084810256958,-4.428550720214844 -0.2843462824821472 1.6918325424194336,-3.0490846633911133 0.18252533674240112 1.3078970909118652,-1.9322357177734375 -0.7324298024177551 1.8402037620544434,-2.300564765930176 -2.2176034450531006 1.8596872091293335
461: -3.48146915435791 -2.7182841300964355 1.9329686164855957,-4.540128707885742 -1.8540701866149902 1.5886187553405762,-4.293303489685059 -0.4426027536392212 2.0958786010742188,-3.0958290100097656 0.030007362365722656 1.2663207054138184,-2.0151824951171875 -0.8772481679916382 1.424184799194336,-2.3038711547851563 -2.3607897758483887 1.2083263397216797
462: -3.541628837585449 -2.6187751293182373 2.154531955718994,-4.596714019775391 -1.8901581764221191 1.5057997703552246,-4.54091215133667 -0.3870699405670166 1.7388300895690918,-3.184386730194092 0.16234803199768066 1.2075157165527344,-2.075681209564209 -0.6782786846160889 1.7996397018432617,-2.250215530395508 -2.192873001098633 1.6460356712341309
463: -3.6071090698242188 -2.6990103721618652 1.8366422653198242,-4.693905830383301 -1.9043936729431152 1.5908617973327637,-4.494109153747559 -0.4569525718688965 1.8403656482696533,-3.187838077545166 0.07108163833618164 1.1060371398925781,-2.0189638137817383 -0.9854111671447754 1.1811041831970215,-2.5810365676879883 -2.403413772583008 0.8790097236633301
464: -3.693751335144043 -2.40004825592041 2.0365636348724365,-4.633611679077148 -1.723367691040039 1.2959179878234863,-4.476677894592285 -0.2467212677001953 1.433661937713623,-3.0439043045043945 0.1957855224609375 1.028429627418518,-2.0186805725097656 -0.7873950004577637 1.4845354557037354,-2.4251461029052734 -2.1861391067504883 1.50767183303833
465: -3.4694347381591797 -2.7194995880126953 1.6871247291564941,-4.641016960144043 -1.9839203357696533 1.3111824989318848,-4.410333633422852 -0.5609073638916016 1.7583909034729004,-3.209887981414795 0.019783496856689453 1.0416512489318848,-1.9858860969543457 -0.8538613319396973 1.2738256454467773,-2.302588939666748 -2.294442653656006 0.9213528633117676
466: -3.4983935356140137 -2.78147029876709 1.4857902526855469,-4.602689743041992 -1.9556884765625 1.141164779663086,-4.360220432281494 -0.5480122566223145 1.6894657611846924,-3.1208958625793457 0.11179924011230469 1.1815502643585205,-1.9232087135314941 -0.8371953964233398 1.2594013214111328,-2.2169861793518066 -2.3570008277893066 0.8572640419006348
467: -3.4416022300720215 -2.7448549270629883 1.794832468032837,-4.598874568939209 -1.9446277618408203 1.4212727546691895,-4.463011264801025 -0.48578834533691406 1.6563749313354492,-3.1258935928344727 0.09539318084716797 1.221519947052002,-1.97137451171875 -0.9308915138244629 1.291271686553955,-2.3662595748901367 -2.346808433532715 0.9502382278442383
468: -3.520836353302002 -2.7061805725097656 1.6172356605529785,-4.674217224121094 -1.9679346084594727 1.3772649765014648,-4.48560905456543 -0.5156259536743164 1.6783552169799805,-3.20357346534729 0.10791301727294922 0.9970383644104004,-2.0222017765045166 -0.8110513687133789 1.243173599243164,-2.3492114543914795 -2.2681899070739746 0.899965763092041
469: -3.5627479553222656 -2.392117500305176 2.067033290863037,-4.685033321380615 -1.7685861587524414 1.4669275283813477,-4.478497505187988 -0.28324317932128906 1.6367149353027344,-3.104698657989502 0.21219158172607422 1.0866248607635498,-1.9695359468460083 -0.7626113891601563 1.3461334705352783,-2.4335274696350098 -2.246370315551758 1.1679563522338867
470: -3.426363945007324 -2.635831832885742 1.8178242444992065,-4.607909679412842 -1.938492774963379 1.4661428928375244,-4.416455268859863 -0.408660888671875 1.8017008304595947,-3.201078176498413 0.17611980438232422 1.182342290878296,-2.0302815437316895 -0.7769536972045898 1.3079626560211182,-2.3905014991760254 -2.1769542694091797 0.9110682010650635
471: -3.3791980743408203 -2.572920799255371 1.8938558101654053,-4.58245325088501 -1.9639358520507813 1.4562640190124512,-4.432117462158203 -0.49564170837402344 1.7457984685897827,-3.1713509559631348 0.12637710571289063 1.0546824932098389,-1.962660312652588 -0.7665987014770508 1.1921796798706055,-2.3376970291137695 -2.2385997772216797 0.9971862435340881
472: -3.55889892578125 -2.551844596862793 1.7705588340759277,-4.724353790283203 -1.8196191787719727 1.4530043601989746,-4.4672932624816895 -0.34610748291015625 1.5295891761779785,-3.112140655517578 0.1463632583618164 0.9656510353088379,-1.9486989974975586 -0.7777900695800781 1.2045016288757324,-2.4221625328063965 -2.297213554382324 1.016707420349121
473: -3.608006000518799 -2.4194116592407227 2.16104793548584,-4.736935615539551 -1.8075904846191406 1.4274873733520508,-4.535572528839111 -0.2941741943359375 1.6020965576171875,-3.162177085876465 0.21042251586914063 1.0442414283752441,-1.925248622894287 -0.6649036407470703 1.452885627746582,-2.4056901931762695 -2.112198829650879 1.375868797302246
474: -3.5804641246795654 -2.4529266357421875 2.038473606109619,-4.666007995605469 -1.8190088272094727 1.392836570739746,-4.589651584625244 -0.2729024887084961 1.4782514572143555,-3.220724105834961 0.26170825958251953 1.0169000625610352,-2.002885341644287 -0.7219867706298828 1.3790316581726074,-2.334442615509033 -2.168283462524414 1.3846931457519531
475: -3.5588817596435547 -2.6506614685058594 1.7019048929214478,-4.717726230621338 -1.9311485290527344 1.3252135515213013,-4.486833095550537 -0.49222850799560547 1.668416976928711,-3.191354274749756 0.08055496215820313 1.1447268724441528,-2.0419230461120605 -0.867100715637207 1.3854390382766724,-2.4159491062164307 -2.3041200637817383 0.936833381652832
476: -3.7777462005615234 -2.6989364624023438 1.5332062244415283,-4.7681074142456055 -1.9229164123535156 0.913634181022644,-4.658418655395508 -0.5736665725708008 1.567452311515808,-3.286409854888916 0.0854501724243164 1.1667386293411255,-2.1128110885620117 -0.8262672424316406 1.4688196182250977,-2.455704689025879 -2.2916860580444336 1.1441694498062134
477: -3.6447296142578125 -2.479794502258301 1.9838390350341797,-4.644745826721191 -1.806809425354004 1.3343837261199951,-4.535688877105713 -0.32311248779296875 1.6370630264282227,-3.1673085689544678 0.15053081512451172 1.17576265335083,-1.9778833389282227 -0.7319059371948242 1.487007737159729,-2.389176368713379 -2.1436052322387695 1.3507291078567505
478: -3.5158817768096924 -2.690060615539551 1.6407623291015625,-4.514774322509766 -1.8782272338867188 1.0483572483062744,-4.390150547027588 -0.49332523345947266 1.6026420593261719,-3.100287437438965 0.10743427276611328 1.1847333908081055,-1.9330737590789795 -0.7830648422241211 1.4921722412109375,-2.191236972808838 -2.2562971115112305 1.262863278388977
479: -3.30684757232666 -2.300445556640625 2.2558224201202393,-4.505448818206787 -1.6623868942260742 1.8713760375976563,-4.3785858154296875 -0.18668365478515625 2.046457052230835,-3.0904507637023926 0.3285856246948242 1.3670763969421387,-1.8972432613372803 -0.5150899887084961 1.7092115879058838,-2.3098807334899902 -1.9726886749267578 1.3294007778167725
480: -3.5800082683563232 -2.287639617919922 2.3568358421325684,-4.639173984527588 -1.7405567169189453 1.6344811916351318,-4.447739601135254 -0.31201648712158203 1.754774570465088,-3.0820934772491455 0.1602468490600586 1.2047960758209229,-1.936117172241211 -0.7274770736694336 1.78127121925354,-2.3222789764404297 -2.18612003326416 1.6642014980316162
481: -3.3047685623168945 -2.5202207565307617 2.1814310550689697,-4.512062072753906 -1.8820476531982422 1.7437574863433838,-4.374160289764404 -0.4470386505126953 2.0838217735290527,-3.064141273498535 0.17044639587402344 1.5052783489227295,-1.8593964576721191 -0.7635765075683594 1.61476731300354,-2.2641615867614746 -2.2352418899536133 1.3219634294509888
